image_path,emotion
FER2013_images\training\22319_4.png,4
FER2013_images\training\22320_1.png,1
FER2013_images\training\22321_4.png,4
FER2013_images\training\22322_5.png,5
FER2013_images\training\22323_4.png,4
FER2013_images\training\22324_3.png,3
FER2013_images\training\22325_6.png,6
FER2013_images\training\22326_2.png,2
FER2013_images\training\22327_5.png,5
FER2013_images\training\22328_6.png,6
FER2013_images\training\22329_0.png,0
FER2013_images\training\22330_2.png,2
FER2013_images\training\22331_0.png,0
FER2013_images\training\22332_6.png,6
FER2013_images\training\22333_0.png,0
FER2013_images\training\22334_0.png,0
FER2013_images\training\22335_4.png,4
FER2013_images\training\22336_6.png,6
FER2013_images\training\22337_6.png,6
FER2013_images\training\22338_6.png,6
FER2013_images\training\22339_0.png,0
FER2013_images\training\22340_3.png,3
FER2013_images\training\22341_5.png,5
FER2013_images\training\22342_6.png,6
FER2013_images\training\22343_4.png,4
FER2013_images\training\22344_3.png,3
FER2013_images\training\22345_2.png,2
FER2013_images\training\22346_3.png,3
FER2013_images\training\22347_3.png,3
FER2013_images\training\22348_0.png,0
FER2013_images\training\22349_2.png,2
FER2013_images\training\22350_2.png,2
FER2013_images\training\22351_3.png,3
FER2013_images\training\22352_6.png,6
FER2013_images\training\22353_4.png,4
FER2013_images\training\22354_6.png,6
FER2013_images\training\22355_3.png,3
FER2013_images\training\22356_4.png,4
FER2013_images\training\22357_6.png,6
FER2013_images\training\22358_6.png,6
FER2013_images\training\22359_2.png,2
FER2013_images\training\22360_5.png,5
FER2013_images\training\22361_4.png,4
FER2013_images\training\22362_0.png,0
FER2013_images\training\22363_3.png,3
FER2013_images\training\22364_3.png,3
FER2013_images\training\22365_3.png,3
FER2013_images\training\22366_2.png,2
FER2013_images\training\22367_3.png,3
FER2013_images\training\22368_4.png,4
FER2013_images\training\22369_5.png,5
FER2013_images\training\22370_2.png,2
FER2013_images\training\22371_4.png,4
FER2013_images\training\22372_5.png,5
FER2013_images\training\22373_3.png,3
FER2013_images\training\22374_2.png,2
FER2013_images\training\22375_0.png,0
FER2013_images\training\22376_6.png,6
FER2013_images\training\22377_2.png,2
FER2013_images\training\22378_5.png,5
FER2013_images\training\22379_6.png,6
FER2013_images\training\22380_3.png,3
FER2013_images\training\22381_6.png,6
FER2013_images\training\22382_6.png,6
FER2013_images\training\22383_0.png,0
FER2013_images\training\22384_3.png,3
FER2013_images\training\22385_2.png,2
FER2013_images\training\22386_6.png,6
FER2013_images\training\22387_6.png,6
FER2013_images\training\22388_3.png,3
FER2013_images\training\22389_3.png,3
FER2013_images\training\22390_4.png,4
FER2013_images\training\22391_6.png,6
FER2013_images\training\22392_4.png,4
FER2013_images\training\22393_5.png,5
FER2013_images\training\22394_3.png,3
FER2013_images\training\22395_3.png,3
FER2013_images\training\22396_6.png,6
FER2013_images\training\22397_3.png,3
FER2013_images\training\22398_4.png,4
FER2013_images\training\22399_5.png,5
FER2013_images\training\22400_0.png,0
FER2013_images\training\22401_3.png,3
FER2013_images\training\22402_6.png,6
FER2013_images\training\22403_6.png,6
FER2013_images\training\22404_0.png,0
FER2013_images\training\22405_3.png,3
FER2013_images\training\22406_4.png,4
FER2013_images\training\22407_2.png,2
FER2013_images\training\22408_6.png,6
FER2013_images\training\22409_3.png,3
FER2013_images\training\22410_6.png,6
FER2013_images\training\22411_5.png,5
FER2013_images\training\22412_4.png,4
FER2013_images\training\22413_4.png,4
FER2013_images\training\22414_6.png,6
FER2013_images\training\22415_6.png,6
FER2013_images\training\22416_4.png,4
FER2013_images\training\22417_2.png,2
FER2013_images\training\22418_2.png,2
FER2013_images\training\22419_4.png,4
FER2013_images\training\22420_3.png,3
FER2013_images\training\22421_3.png,3
FER2013_images\training\22422_5.png,5
FER2013_images\training\22423_6.png,6
FER2013_images\training\22424_3.png,3
FER2013_images\training\22425_0.png,0
FER2013_images\training\22426_0.png,0
FER2013_images\training\22427_6.png,6
FER2013_images\training\22428_3.png,3
FER2013_images\training\22429_6.png,6
FER2013_images\training\22430_2.png,2
FER2013_images\training\22431_6.png,6
FER2013_images\training\22432_6.png,6
FER2013_images\training\22433_3.png,3
FER2013_images\training\22434_4.png,4
FER2013_images\training\22435_2.png,2
FER2013_images\training\22436_6.png,6
FER2013_images\training\22437_5.png,5
FER2013_images\training\22438_2.png,2
FER2013_images\training\22439_3.png,3
FER2013_images\training\22440_3.png,3
FER2013_images\training\22441_0.png,0
FER2013_images\training\22442_6.png,6
FER2013_images\training\22443_6.png,6
FER2013_images\training\22444_3.png,3
FER2013_images\training\22445_4.png,4
FER2013_images\training\22446_3.png,3
FER2013_images\training\22447_6.png,6
FER2013_images\training\22448_4.png,4
FER2013_images\training\22449_4.png,4
FER2013_images\training\22450_4.png,4
FER2013_images\training\22451_6.png,6
FER2013_images\training\22452_4.png,4
FER2013_images\training\22453_4.png,4
FER2013_images\training\22454_3.png,3
FER2013_images\training\22455_0.png,0
FER2013_images\training\22456_6.png,6
FER2013_images\training\22457_6.png,6
FER2013_images\training\22458_2.png,2
FER2013_images\training\22459_3.png,3
FER2013_images\training\22460_5.png,5
FER2013_images\training\22461_4.png,4
FER2013_images\training\22462_3.png,3
FER2013_images\training\22463_3.png,3
FER2013_images\training\22464_0.png,0
FER2013_images\training\22465_5.png,5
FER2013_images\training\22466_3.png,3
FER2013_images\training\22467_6.png,6
FER2013_images\training\22468_4.png,4
FER2013_images\training\22469_2.png,2
FER2013_images\training\22470_3.png,3
FER2013_images\training\22471_3.png,3
FER2013_images\training\22472_3.png,3
FER2013_images\training\22473_5.png,5
FER2013_images\training\22474_3.png,3
FER2013_images\training\22475_0.png,0
FER2013_images\training\22476_5.png,5
FER2013_images\training\22477_5.png,5
FER2013_images\training\22478_5.png,5
FER2013_images\training\22479_5.png,5
FER2013_images\training\22480_6.png,6
FER2013_images\training\22481_6.png,6
FER2013_images\training\22482_6.png,6
FER2013_images\training\22483_5.png,5
FER2013_images\training\22484_3.png,3
FER2013_images\training\22485_2.png,2
FER2013_images\training\22486_4.png,4
FER2013_images\training\22487_3.png,3
FER2013_images\training\22488_4.png,4
FER2013_images\training\22489_0.png,0
FER2013_images\training\22490_3.png,3
FER2013_images\training\22491_5.png,5
FER2013_images\training\22492_2.png,2
FER2013_images\training\22493_3.png,3
FER2013_images\training\22494_0.png,0
FER2013_images\training\22495_4.png,4
FER2013_images\training\22496_4.png,4
FER2013_images\training\22497_5.png,5
FER2013_images\training\22498_3.png,3
FER2013_images\training\22499_0.png,0
FER2013_images\training\22500_3.png,3
FER2013_images\training\22501_5.png,5
FER2013_images\training\22502_2.png,2
FER2013_images\training\22503_0.png,0
FER2013_images\training\22504_2.png,2
FER2013_images\training\22505_3.png,3
FER2013_images\training\22506_3.png,3
FER2013_images\training\22507_6.png,6
FER2013_images\training\22508_6.png,6
FER2013_images\training\22509_5.png,5
FER2013_images\training\22510_4.png,4
FER2013_images\training\22511_4.png,4
FER2013_images\training\22512_2.png,2
FER2013_images\training\22513_0.png,0
FER2013_images\training\22514_0.png,0
FER2013_images\training\22515_0.png,0
FER2013_images\training\22516_0.png,0
FER2013_images\training\22517_6.png,6
FER2013_images\training\22518_5.png,5
FER2013_images\training\22519_2.png,2
FER2013_images\training\22520_2.png,2
FER2013_images\training\22521_4.png,4
FER2013_images\training\22522_3.png,3
FER2013_images\training\22523_0.png,0
FER2013_images\training\22524_3.png,3
FER2013_images\training\22525_5.png,5
FER2013_images\training\22526_6.png,6
FER2013_images\training\22527_6.png,6
FER2013_images\training\22528_3.png,3
FER2013_images\training\22529_5.png,5
FER2013_images\training\22530_3.png,3
FER2013_images\training\22531_6.png,6
FER2013_images\training\22532_3.png,3
FER2013_images\training\22533_0.png,0
FER2013_images\training\22534_3.png,3
FER2013_images\training\22535_6.png,6
FER2013_images\training\22536_2.png,2
FER2013_images\training\22537_0.png,0
FER2013_images\training\22538_5.png,5
FER2013_images\training\22539_4.png,4
FER2013_images\training\22540_3.png,3
FER2013_images\training\22541_3.png,3
FER2013_images\training\22542_6.png,6
FER2013_images\training\22543_3.png,3
FER2013_images\training\22544_4.png,4
FER2013_images\training\22545_3.png,3
FER2013_images\training\22546_3.png,3
FER2013_images\training\22547_6.png,6
FER2013_images\training\22548_4.png,4
FER2013_images\training\22549_5.png,5
FER2013_images\training\22550_2.png,2
FER2013_images\training\22551_0.png,0
FER2013_images\training\22552_4.png,4
FER2013_images\training\22553_2.png,2
FER2013_images\training\22554_5.png,5
FER2013_images\training\22555_5.png,5
FER2013_images\training\22556_3.png,3
FER2013_images\training\22557_2.png,2
FER2013_images\training\22558_4.png,4
FER2013_images\training\22559_2.png,2
FER2013_images\training\22560_3.png,3
FER2013_images\training\22561_4.png,4
FER2013_images\training\22562_5.png,5
FER2013_images\training\22563_4.png,4
FER2013_images\training\22564_6.png,6
FER2013_images\training\22565_3.png,3
FER2013_images\training\22566_3.png,3
FER2013_images\training\22567_4.png,4
FER2013_images\training\22568_3.png,3
FER2013_images\training\22569_3.png,3
FER2013_images\training\22570_0.png,0
FER2013_images\training\22571_6.png,6
FER2013_images\training\22572_6.png,6
FER2013_images\training\22573_3.png,3
FER2013_images\training\22574_3.png,3
FER2013_images\training\22575_5.png,5
FER2013_images\training\22576_6.png,6
FER2013_images\training\22577_6.png,6
FER2013_images\training\22578_6.png,6
FER2013_images\training\22579_6.png,6
FER2013_images\training\22580_5.png,5
FER2013_images\training\22581_5.png,5
FER2013_images\training\22582_3.png,3
FER2013_images\training\22583_5.png,5
FER2013_images\training\22584_2.png,2
FER2013_images\training\22585_3.png,3
FER2013_images\training\22586_6.png,6
FER2013_images\training\22587_6.png,6
FER2013_images\training\22588_5.png,5
FER2013_images\training\22589_4.png,4
FER2013_images\training\22590_6.png,6
FER2013_images\training\22591_4.png,4
FER2013_images\training\22592_3.png,3
FER2013_images\training\22593_3.png,3
FER2013_images\training\22594_3.png,3
FER2013_images\training\22595_6.png,6
FER2013_images\training\22596_4.png,4
FER2013_images\training\22597_2.png,2
FER2013_images\training\22598_6.png,6
FER2013_images\training\22599_4.png,4
FER2013_images\training\22600_3.png,3
FER2013_images\training\22601_4.png,4
FER2013_images\training\22602_4.png,4
FER2013_images\training\22603_6.png,6
FER2013_images\training\22604_3.png,3
FER2013_images\training\22605_0.png,0
FER2013_images\training\22606_5.png,5
FER2013_images\training\22607_2.png,2
FER2013_images\training\22608_3.png,3
FER2013_images\training\22609_3.png,3
FER2013_images\training\22610_3.png,3
FER2013_images\training\22611_2.png,2
FER2013_images\training\22612_3.png,3
FER2013_images\training\22613_6.png,6
FER2013_images\training\22614_3.png,3
FER2013_images\training\22615_5.png,5
FER2013_images\training\22616_6.png,6
FER2013_images\training\22617_6.png,6
FER2013_images\training\22618_4.png,4
FER2013_images\training\22619_4.png,4
FER2013_images\training\22620_6.png,6
FER2013_images\training\22621_2.png,2
FER2013_images\training\22622_3.png,3
FER2013_images\training\22623_6.png,6
FER2013_images\training\22624_6.png,6
FER2013_images\training\22625_0.png,0
FER2013_images\training\22626_2.png,2
FER2013_images\training\22627_6.png,6
FER2013_images\training\22628_6.png,6
FER2013_images\training\22629_3.png,3
FER2013_images\training\22630_1.png,1
FER2013_images\training\22631_4.png,4
FER2013_images\training\22632_6.png,6
FER2013_images\training\22633_3.png,3
FER2013_images\training\22634_4.png,4
FER2013_images\training\22635_6.png,6
FER2013_images\training\22636_2.png,2
FER2013_images\training\22637_2.png,2
FER2013_images\training\22638_6.png,6
FER2013_images\training\22639_3.png,3
FER2013_images\training\22640_2.png,2
FER2013_images\training\22641_0.png,0
FER2013_images\training\22642_3.png,3
FER2013_images\training\22643_4.png,4
FER2013_images\training\22644_6.png,6
FER2013_images\training\22645_4.png,4
FER2013_images\training\22646_6.png,6
FER2013_images\training\22647_0.png,0
FER2013_images\training\22648_5.png,5
FER2013_images\training\22649_3.png,3
FER2013_images\training\22650_6.png,6
FER2013_images\training\22651_4.png,4
FER2013_images\training\22652_3.png,3
FER2013_images\training\22653_0.png,0
FER2013_images\training\22654_2.png,2
FER2013_images\training\22655_6.png,6
FER2013_images\training\22656_0.png,0
FER2013_images\training\22657_2.png,2
FER2013_images\training\22658_5.png,5
FER2013_images\training\22659_2.png,2
FER2013_images\training\22660_0.png,0
FER2013_images\training\22661_3.png,3
FER2013_images\training\22662_2.png,2
FER2013_images\training\22663_3.png,3
FER2013_images\training\22664_4.png,4
FER2013_images\training\22665_6.png,6
FER2013_images\training\22666_5.png,5
FER2013_images\training\22667_6.png,6
FER2013_images\training\22668_4.png,4
FER2013_images\training\22669_6.png,6
FER2013_images\training\22670_4.png,4
FER2013_images\training\22671_3.png,3
FER2013_images\training\22672_3.png,3
FER2013_images\training\22673_4.png,4
FER2013_images\training\22674_5.png,5
FER2013_images\training\22675_3.png,3
FER2013_images\training\22676_6.png,6
FER2013_images\training\22677_6.png,6
FER2013_images\training\22678_0.png,0
FER2013_images\training\22679_3.png,3
FER2013_images\training\22680_5.png,5
FER2013_images\training\22681_5.png,5
FER2013_images\training\22682_0.png,0
FER2013_images\training\22683_3.png,3
FER2013_images\training\22684_6.png,6
FER2013_images\training\22685_0.png,0
FER2013_images\training\22686_3.png,3
FER2013_images\training\22687_3.png,3
FER2013_images\training\22688_6.png,6
FER2013_images\training\22689_4.png,4
FER2013_images\training\22690_4.png,4
FER2013_images\training\22691_6.png,6
FER2013_images\training\22692_3.png,3
FER2013_images\training\22693_3.png,3
FER2013_images\training\22694_2.png,2
FER2013_images\training\22695_0.png,0
